object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
251430,351.259,-64.386185,317.34485,-50.25511,1.0,0.2851,0.5734,0.7832,42.6197,0.02,90
251728,51.85547,-28.63099,224.73326,-55.64987,1.0,0.4271,0.462,0.2691,42.0557,0.009,90
252115,1.753247,-46.76848,324.03024,-68.49804,1.0,0.4679,0.416,0.8255,41.7849,0.014,90
252136,351.259,-64.386185,317.34485,-50.25511,1.0,0.3855,0.3835,0.1579,41.5768,0.02,90
252193,352.71127,-63.823658,316.9223,-51.059402,1.0,0.4182,0.3236,0.1064,41.1457,0.024,90
252245,51.328125,-27.784405,223.13058,-55.9995,1.0,0.432,0.3553,0.0264,41.3824,0.013,90
252381,349.8913,-64.573555,317.9721,-49.786194,1.0,0.2797,0.34,0.0625,41.2706,0.023,90
252543,358.63635,-46.76848,328.89014,-67.38884,1.0,0.2648,0.2689,0.0485,40.6828,0.008,42
252610,35.859375,-4.630479,171.27077,-58.580807,1.0,0.2872,0.2904,0.1139,40.8744,0.022,42
252646,53.085938,-28.122234,224.1009,-54.50975,1.0,0.2984,0.2874,0.0079,40.8478,0.007,90
253072,52.20703,-28.29155,224.20853,-55.300156,1.0,0.1768,0.1912,0.0175,39.8476,0.007,42
253105,349.6154,-63.636005,318.92725,-50.506542,1.0,0.2977,0.3358,0.0125,41.2391,0.018,90
253231,52.03125,-26.443335,220.96367,-55.168556,1.0,0.2191,0.2403,0.007,40.405,0.014,42
253633,152.05078,2.985506,237.49596,44.14393,1.0,0.2737,0.2666,0.0237,40.6612,0.019,42
253796,32.871094,-4.780192,166.95949,-60.61513,1.0,0.5729,0.2496,0.4206,40.4984,0.017,90
253844,1.363636,-46.76848,324.66934,-68.371414,1.0,0.7365,0.7369,0.013,43.2835,0.008,90
253860,346.13013,-63.07262,321.4231,-50.042305,1.0,0.5072,0.4818,0.0162,42.1645,0.02,90
254082,346.5,-62.3204,321.95114,-50.736053,1.0,0.2561,2.6018,1.1704,46.6528,0.02,90
254147,151.17188,2.238686,237.61993,42.99478,1.0,0.1298,0.147,0.0137,39.2177,0.024,42
254238,52.558594,-27.279613,222.53894,-54.845108,1.0,0.3864,0.394,0.0146,41.6459,0.008,42
254305,350.23026,-61.943836,320.05396,-52.070538,1.0,0.2715,0.2646,0.0206,40.6429,0.017,90
254314,34.101562,-5.829153,170.24776,-60.638325,1.0,0.2398,0.2187,0.0229,40.174,0.019,90
254732,346.5625,-63.448284,320.8247,-49.86696,1.0,0.7975,0.8973,0.0491,43.8097,0.021,90
255747,34.804688,-5.829153,171.30786,-60.1744,1.0,0.4595,0.499,0.0254,42.2558,0.023,90
255763,53.085938,-28.122234,224.1009,-54.50975,1.0,0.2307,0.2243,0.0139,40.2355,0.007,42
255879,34.277344,-5.079716,169.52684,-59.95664,1.0,0.2892,0.2884,0.0189,40.8571,0.019,90
256504,53.085938,-28.122234,224.1009,-54.50975,1.0,0.465,0.6012,0.0449,42.7442,0.007,90
256581,346.5625,-63.448284,320.8247,-49.86696,1.0,0.0611,0.0994,0.0139,38.3007,0.021,42
257007,52.20703,-28.63099,224.80022,-55.343636,1.0,0.4145,0.4781,0.3775,42.1445,0.009,90
257209,1.753247,-46.76848,324.03024,-68.49804,1.0,0.2395,0.2416,0.6105,40.4176,0.014,90
257457,358.66525,-45.783966,330.3536,-68.20365,1.0,0.3476,0.35,0.0136,41.3437,0.009,42
257526,52.910156,-25.94448,220.36635,-54.301437,1.0,0.5853,0.4983,0.0548,42.2524,0.01,90
258231,359.4156,-46.76848,327.7299,-67.6861,1.0,0.7636,0.7992,0.0243,43.4998,0.009,90
258315,151.34766,3.583322,236.25237,43.91863,1.0,0.3747,0.4446,0.4906,41.9563,0.015,90
258489,51.85547,-28.63099,224.73326,-55.64987,1.0,0.513,0.4976,0.0113,42.2486,0.009,90
259644,346.5,-62.3204,321.95114,-50.736053,1.0,0.2531,0.4251,0.2599,41.841,0.02,42
259884,33.398438,-3.732834,166.49228,-59.466614,1.0,0.3188,0.3215,0.0232,41.1291,0.022,90
260024,359.44672,-44.20153,331.73,-69.80571,1.0,0.3146,0.2966,0.0679,40.9268,0.01,90
260564,348.52942,-61.75544,321.29398,-51.76335,1.0,0.3468,0.3526,0.0621,41.363,0.016,90
261127,0.949367,-45.586655,326.99155,-69.251686,1.0,0.3269,0.3271,0.0082,41.1731,0.013,90
261542,1.363636,-46.76848,324.66934,-68.371414,1.0,0.3165,0.305,0.5774,40.9969,0.008,90
261823,53.085938,-27.784405,223.52551,-54.460747,1.0,0.3842,0.4276,0.3391,41.8557,0.007,90
262081,51.328125,-27.447618,222.53505,-55.950726,1.0,0.1462,0.1755,0.0152,39.6411,0.013,90
262146,34.453125,-5.229529,169.98708,-59.956184,1.0,0.3578,0.3291,0.5291,41.1881,0.019,42
262311,150.29297,2.686724,236.42749,42.541447,1.0,0.3915,0.4917,0.5289,42.2178,0.016,90
262402,34.98047,-6.279288,172.18007,-60.3894,1.0,0.0855,0.0889,0.0222,38.0434,0.023,42
262661,51.328125,-27.784405,223.13058,-55.9995,1.0,0.7279,0.7901,0.0541,43.4693,0.013,90
262731,347.8125,-63.448284,320.12897,-50.202347,1.0,0.1803,0.2285,0.0422,40.281,0.021,42
263223,151.69922,3.583322,236.53322,44.205647,1.0,0.3474,0.2163,0.4968,40.1463,0.016,42
263303,52.558594,-27.279613,222.53894,-54.845108,1.0,0.1985,2.4487,1.0257,46.4931,0.008,42
263595,348.58694,-64.573555,318.6939,-49.477867,1.0,0.4054,0.4738,0.2136,42.1212,0.018,90
264655,351.259,-64.386185,317.34485,-50.25511,1.0,0.4601,0.4897,0.0117,42.2069,0.02,90
265397,151.34766,3.583322,236.25237,43.91863,1.0,0.2188,0.2015,1.0531,39.9746,0.015,90
265536,349.04605,-61.943836,320.79654,-51.753708,1.0,0.2136,0.6001,0.2975,42.7395,0.017,42
265537,2.097458,-45.783966,324.73785,-69.478615,1.0,0.2176,0.2589,0.0192,40.5883,0.011,90
265587,150.11719,3.732834,235.12053,42.99381,1.0,0.3228,0.3572,0.6837,41.3954,0.02,90
265666,0.189873,-45.586655,328.25446,-68.9693,1.0,0.3586,0.4118,0.3911,41.759,0.007,90
266014,347.61746,-62.508568,321.12146,-50.90471,1.0,0.561,0.5979,0.0094,42.7296,0.019,42
266218,51.85547,-27.953188,223.54361,-55.56147,1.0,0.1573,0.1405,0.0172,39.1107,0.008,42
266405,53.789062,-27.784405,223.6857,-53.845802,1.0,0.4871,0.4592,0.2127,42.04,0.009,90
266432,53.964844,-28.63099,225.14294,-53.813614,1.0,0.3782,0.3741,0.0132,41.5132,0.009,90
267638,53.789062,-27.784405,223.6857,-53.845802,1.0,0.2907,0.319,0.0448,41.1093,0.009,90
267911,347.86185,-61.943836,321.5191,-51.42405,1.0,0.285,0.5305,0.0765,42.416,0.017,42
268128,150.82031,3.134927,236.34135,43.23012,1.0,0.365,0.3441,0.2955,41.3012,0.016,90
268745,1.708861,-45.586655,325.68872,-69.520256,1.0,0.4606,0.4532,0.5648,42.0058,0.011,90
268757,52.910156,-27.279613,222.6252,-54.536648,1.0,0.3574,0.5161,0.4052,42.344,0.007,90
268812,347.01343,-62.508568,321.47205,-50.73533,1.0,0.6261,0.7054,0.049,43.1674,0.018,90
268949,33.92578,-5.979157,170.1799,-60.866302,1.0,0.5236,2.0253,0.7284,45.9906,0.022,90
269283,1.708861,-45.586655,325.68872,-69.520256,1.0,0.3701,0.4067,0.0529,41.7273,0.011,90
269416,148.88672,2.686724,235.34724,41.389004,1.0,0.4789,0.5343,0.0459,42.4345,0.028,90
269733,33.57422,-6.579593,170.45558,-61.548218,1.0,0.5303,0.5881,0.0306,42.6864,0.021,90
269814,33.222656,-4.780192,167.51566,-60.396584,1.0,0.3821,0.3811,0.0235,41.5608,0.018,90
270203,52.558594,-27.279613,222.53894,-54.845108,1.0,0.4884,0.4654,0.0112,42.0746,0.008,90
270675,53.964844,-28.63099,225.14294,-53.813614,1.0,0.4045,0.4239,0.994,41.8335,0.009,90
271322,348.90845,-63.823658,319.1699,-50.176186,1.0,0.2794,0.2928,0.0078,40.8944,0.018,42
271394,349.42953,-62.508568,320.03964,-51.393745,1.0,0.3032,0.5616,0.2242,42.565,0.02,90
271554,359.8163,-44.003082,331.45135,-70.123055,1.0,0.2002,0.6348,0.9412,42.8877,0.013,42
271819,53.964844,-28.63099,225.14294,-53.813614,1.0,0.6521,0.651,0.0322,42.9546,0.009,90
272839,358.66525,-45.783966,330.3536,-68.20365,1.0,0.2358,0.1835,0.0219,39.7479,0.009,90
272840,348.58694,-64.573555,318.6939,-49.477867,1.0,1.1871,1.6373,0.1461,45.4236,0.018,42
272926,53.26172,-27.615883,223.28004,-54.281376,1.0,0.3217,0.2843,0.0338,40.8212,0.006,90
273326,349.96622,-62.69666,319.543,-51.376556,1.0,0.2345,0.2518,0.0159,40.5197,0.021,42
273762,151.17188,1.342993,238.60252,42.46438,1.0,0.0739,0.0747,0.013,37.6452,0.026,42
273804,0.58952,-47.161343,325.3859,-67.76989,1.0,0.4371,0.4568,0.0263,42.0265,0.009,42
274024,33.57422,-5.079716,168.4485,-60.40722,1.0,0.7288,0.8533,0.0831,43.675,0.016,90
274283,358.3125,-44.99388,332.1858,-68.685905,1.0,0.3615,0.3724,0.0229,41.5017,0.009,42
274494,33.222656,-4.780192,167.51566,-60.396584,1.0,0.5766,0.5284,0.0379,42.4053,0.018,90
274913,1.694561,-45.191612,326.27856,-69.85825,1.0,0.3395,0.562,0.1958,42.5671,0.011,42
275009,359.81482,-44.399834,330.77502,-69.80101,1.0,0.0687,0.0677,0.0149,37.4192,0.009,42
275093,33.57422,-5.079716,168.4485,-60.40722,1.0,0.2651,0.2712,0.7636,40.7037,0.016,90
275243,150.82031,3.134927,236.34135,43.23012,1.0,0.4653,0.4568,0.0141,42.0262,0.016,90
275834,359.05856,-45.191612,330.69577,-68.84492,1.0,0.9918,0.9736,0.0239,44.0284,0.011,90
277345,347.01343,-62.508568,321.47205,-50.73533,1.0,0.4619,0.4647,0.5113,42.0711,0.018,90
277515,0.929752,-44.597992,328.53143,-70.083244,1.0,0.6185,0.662,0.0328,42.9989,0.011,90
278398,151.34766,3.583322,236.25237,43.91863,1.0,0.5138,0.5443,0.026,42.4832,0.015,90
278670,0.929752,-44.597992,328.53143,-70.083244,1.0,0.1206,0.1215,0.0164,38.7695,0.011,42
278971,2.097458,-45.783966,324.73785,-69.478615,1.0,0.2775,0.6479,0.3814,42.9419,0.011,90
279158,32.871094,-4.780192,166.95949,-60.61513,1.0,0.6597,0.6066,0.0373,42.7678,0.017,90
279402,151.34766,4.181528,235.56837,44.25994,1.0,0.355,0.582,0.3428,42.6586,0.016,90
279501,34.277344,-5.079716,169.52684,-59.95664,1.0,0.3016,0.3111,0.1005,41.0463,0.019,90
279583,0.189873,-45.586655,328.25446,-68.9693,1.0,0.1677,0.1635,0.0149,39.4712,0.007,90
279734,53.26172,-27.615883,223.28004,-54.281376,1.0,0.4859,0.4936,0.0155,42.2277,0.006,90
279908,351.73468,-62.884678,318.28412,-51.65122,1.0,0.6906,0.7042,0.008,43.1628,0.019,90
280437,359.44672,-44.20153,331.73,-69.80571,1.0,0.2667,0.255,0.0061,40.5514,0.01,90
280766,34.453125,-5.229529,169.98708,-59.956184,1.0,0.2367,0.1739,0.0652,39.6194,0.019,90
280788,349.6154,-63.636005,318.92725,-50.506542,1.0,0.5439,0.3629,0.7294,41.4358,0.018,90
280917,351.3,-62.3204,319.0386,-52.026867,1.0,0.435,0.3887,0.0454,41.6112,0.018,90
281110,33.75,-4.630479,168.14624,-59.949074,1.0,0.2432,0.2537,0.1152,40.5385,0.019,90
281122,1.363636,-46.76848,324.66934,-68.371414,1.0,0.5856,0.396,0.1034,41.6588,0.008,90
282638,359.8052,-46.76848,327.136,-67.8299,1.0,0.3221,0.3115,0.0361,41.0495,0.011,90
282714,349.04605,-61.943836,320.79654,-51.753708,1.0,0.2899,0.2997,0.0122,40.9533,0.017,90
283016,35.33203,-5.979157,172.28673,-59.931744,1.0,0.4916,0.2817,0.4305,40.7983,0.022,90
283751,348.90845,-63.823658,319.1699,-50.176186,1.0,0.7638,0.8355,0.1028,43.6186,0.018,90
283782,51.85547,-28.63099,224.73326,-55.64987,1.0,0.2543,0.199,0.0202,39.9445,0.009,90
283902,33.57422,-6.579593,170.45558,-61.548218,1.0,0.2982,0.2866,0.0192,40.841,0.021,90
284093,150.9961,2.388015,237.31392,42.939976,1.0,0.3751,0.4345,0.0284,41.8969,0.021,90
284171,53.61328,-27.953188,223.92953,-54.024773,1.0,0.9297,0.9391,0.0373,43.9318,0.007,90
284475,352.39865,-62.69666,318.01743,-51.967964,1.0,0.4953,0.4207,0.0512,41.814,0.02,90
284997,349.2857,-62.884678,319.78616,-51.04646,1.0,0.2985,0.2811,0.0129,40.7927,0.018,90
285029,349.16058,-64.76086,318.2197,-49.458923,1.0,0.313,0.2576,0.7196,40.576,0.02,42
285450,53.61328,-28.63099,225.07336,-54.11946,1.0,0.1654,0.1763,0.0107,39.6524,0.006,90
285683,52.558594,-27.279613,222.53894,-54.845108,1.0,0.2827,0.5487,1.0323,42.504,0.008,90
285827,33.57422,-5.379379,168.83809,-60.637535,1.0,0.4066,0.3689,0.0464,41.4775,0.017,90
287028,2.097458,-45.783966,324.73785,-69.478615,1.0,1.1852,1.2862,0.1242,44.7764,0.011,42
287173,52.910156,-26.276812,220.92615,-54.36392,1.0,0.1817,0.1989,0.5235,39.9431,0.008,90
287479,53.085938,-28.122234,224.1009,-54.50975,1.0,0.1892,0.1929,0.0079,39.8691,0.007,42
287657,150.82031,3.134927,236.34135,43.23012,1.0,0.1008,0.1192,0.0101,38.7247,0.016,42
288920,352.39865,-62.69666,318.01743,-51.967964,1.0,0.2952,0.3643,0.3313,41.4455,0.02,90
289303,33.57422,-6.579593,170.45558,-61.548218,1.0,0.6899,0.6771,0.0132,43.0588,0.021,90
289325,1.723404,-45.98114,325.11795,-69.180824,1.0,0.3947,0.4298,0.03,41.8694,0.01,90
289945,150.11719,2.238686,236.78462,42.139084,1.0,0.7959,0.7853,0.0412,43.4531,0.016,42
289969,347.61746,-62.508568,321.12146,-50.90471,1.0,0.1287,0.1256,0.018,38.8466,0.019,90
290030,350.23026,-61.943836,320.05396,-52.070538,1.0,0.5929,0.5852,0.0346,42.6731,0.017,90
290161,34.453125,-5.229529,169.98708,-59.956184,1.0,0.2522,0.3643,0.0229,41.4459,0.019,42
290460,51.85547,-27.953188,223.54361,-55.56147,1.0,0.3933,2.9851,1.0972,47.0131,0.008,90
290682,347.01343,-62.508568,321.47205,-50.73533,1.0,0.1555,0.5343,0.2871,42.4344,0.018,90
290877,349.42953,-62.508568,320.03964,-51.393745,1.0,0.4133,0.4218,0.0343,41.8206,0.02,90
291304,351.32144,-64.198746,317.45898,-50.42993,1.0,0.4044,0.4026,0.0187,41.7008,0.023,90
292344,150.82031,1.64151,237.9945,42.358986,1.0,0.5498,0.5881,0.1062,42.6861,0.02,42
292533,51.328125,-27.784405,223.13058,-55.9995,1.0,0.2739,0.3193,0.3619,41.1122,0.013,90
292571,351.32144,-64.198746,317.45898,-50.42993,1.0,0.2579,0.2488,0.0061,40.4902,0.023,90
292839,358.63635,-46.76848,328.89014,-67.38884,1.0,0.3405,0.3651,0.0222,41.4516,0.008,90
293658,150.64453,3.583322,235.69824,43.342785,1.0,0.3455,0.3527,0.014,41.3637,0.018,90
294237,53.61328,-26.944359,222.2374,-53.863857,1.0,0.2414,0.4794,0.1579,42.1518,0.009,90
294647,52.20703,-28.29155,224.20853,-55.300156,1.0,0.1351,0.1067,0.0138,38.4659,0.007,42
295725,150.82031,3.134927,236.34135,43.23012,1.0,0.2147,0.4873,0.6677,42.1944,0.016,90
296200,34.101562,-5.829153,170.24776,-60.638325,1.0,0.0851,0.0591,0.0192,37.1128,0.019,90
296390,358.63635,-46.76848,328.89014,-67.38884,1.0,0.1783,0.2265,0.0176,40.2594,0.008,42
296830,53.61328,-28.63099,225.07336,-54.11946,1.0,0.7502,0.7151,0.0207,43.2037,0.006,90
297185,150.82031,3.134927,236.34135,43.23012,1.0,0.3949,0.3794,0.029,41.5495,0.016,90
297215,350.23026,-61.943836,320.05396,-52.070538,1.0,0.1751,0.1844,0.0061,39.7602,0.017,90
298798,351.259,-64.386185,317.34485,-50.25511,1.0,0.6326,0.5996,0.0336,42.7371,0.02,90
298918,33.57422,-5.379379,168.83809,-60.637535,1.0,0.2963,0.2685,0.017,40.6788,0.017,90
299284,359.8052,-46.76848,327.136,-67.8299,1.0,0.3171,0.3546,0.8796,41.3772,0.011,90
299436,35.33203,-5.979157,172.28673,-59.931744,1.0,0.3951,0.3818,0.0292,41.5656,0.022,90
299747,150.11719,2.836105,236.12473,42.48372,1.0,0.341,0.3193,0.1173,41.1123,0.016,42
299781,151.52344,3.134927,236.9007,43.80317,1.0,0.2314,0.2446,0.0099,40.4487,0.019,42
300441,358.64807,-46.37508,329.46265,-67.71601,1.0,0.8135,0.849,0.0443,43.6615,0.009,90
300642,0.949367,-45.586655,326.99155,-69.251686,1.0,0.37,0.3996,1.2245,41.6816,0.013,90
300864,350.23026,-61.943836,320.05396,-52.070538,1.0,0.2466,0.2332,0.0078,40.3311,0.017,90
300965,34.804688,-5.829153,171.30786,-60.1744,1.0,0.0797,0.1216,0.0269,38.7712,0.023,42
301257,0.965665,-46.37508,325.84592,-68.57943,1.0,0.1265,0.072,1.1944,37.5613,0.007,90
301369,35.859375,-4.630479,171.27077,-58.580807,1.0,0.7758,0.7923,0.0462,43.4768,0.022,90
301420,151.17188,2.537361,237.28853,43.169765,1.0,0.4329,0.4581,0.0392,42.0338,0.024,90
301758,53.26172,-27.615883,223.28004,-54.281376,1.0,0.23,0.245,0.1244,40.4519,0.006,90
301819,348.90845,-63.823658,319.1699,-50.176186,1.0,0.8343,0.8592,0.2288,43.6933,0.018,90
301907,150.9961,2.985506,236.64796,43.28735,1.0,0.3401,0.341,0.0083,41.2783,0.02,90
301956,351.73468,-62.884678,318.28412,-51.65122,1.0,0.3349,0.3295,0.01,41.1913,0.019,90
302209,349.6154,-63.636005,318.92725,-50.506542,1.0,0.1656,0.1869,1.1849,39.793,0.018,42
302382,150.11719,2.238686,236.78462,42.139084,1.0,0.3738,0.3802,0.0192,41.5545,0.016,42
302689,347.61746,-62.508568,321.12146,-50.90471,1.0,0.1579,0.1302,0.0133,38.932,0.019,90
302757,53.61328,-28.63099,225.07336,-54.11946,1.0,0.2419,0.2377,0.0094,40.378,0.006,90
302887,53.4375,-29.142223,225.90813,-54.336117,1.0,0.2092,0.2098,0.0045,40.073,0.008,90
303024,33.398438,-4.331149,167.22633,-59.93655,1.0,0.3584,0.355,0.0068,41.3802,0.018,90
303071,32.871094,-4.780192,166.95949,-60.61513,1.0,0.1938,2.8694,0.7485,46.9097,0.017,42
303122,52.910156,-27.953188,223.77408,-54.639214,1.0,0.4185,0.4077,0.2091,41.7334,0.007,90
303200,53.26172,-27.615883,223.28004,-54.281376,1.0,0.2581,0.2688,0.0138,40.6821,0.006,42
303488,149.23828,3.882372,234.28383,42.351154,1.0,0.3983,0.366,0.6597,41.4576,0.033,90
304176,348.90845,-63.823658,319.1699,-50.176186,1.0,0.3692,0.4573,0.0351,42.0296,0.018,42
304386,51.328125,-27.784405,223.13058,-55.9995,1.0,0.2218,0.2187,0.0116,40.1734,0.013,90
304804,53.61328,-27.953188,223.92953,-54.024773,1.0,0.4285,0.3759,0.2484,41.5259,0.007,90
304833,52.910156,-26.276812,220.92615,-54.36392,1.0,0.5808,0.58,0.1504,42.6498,0.008,90
304843,1.363636,-46.76848,324.66934,-68.371414,1.0,0.3126,0.446,1.0154,41.9648,0.008,90
304945,352.39865,-62.69666,318.01743,-51.967964,1.0,0.5211,0.5818,0.0258,42.6581,0.02,90
305089,53.085938,-27.11186,222.3843,-54.355087,1.0,0.6977,0.7044,0.0814,43.1636,0.007,90
305185,346.13013,-63.07262,321.4231,-50.042305,1.0,0.4013,0.4313,0.0241,41.8783,0.02,90
305919,0.574468,-45.98114,327.04108,-68.77876,1.0,0.255,0.2717,0.0086,40.7084,0.006,42
306051,1.694561,-45.191612,326.27856,-69.85825,1.0,0.6135,0.6344,0.0129,42.8863,0.011,90
306349,52.910156,-27.279613,222.6252,-54.536648,1.0,0.6546,0.594,0.1112,42.7125,0.007,90
306548,53.26172,-27.615883,223.28004,-54.281376,1.0,0.1542,0.1776,0.6519,39.6692,0.006,42
307543,53.964844,-28.63099,225.14294,-53.813614,1.0,0.2709,2.5296,1.1542,46.5788,0.009,90
307719,53.26172,-27.615883,223.28004,-54.281376,1.0,0.3824,0.3899,0.0321,41.6188,0.006,90
307738,1.666667,-44.399834,327.5192,-70.52956,1.0,0.4888,0.586,0.1673,42.6766,0.009,90
308544,53.964844,-28.63099,225.14294,-53.813614,1.0,0.268,2.9723,1.3897,47.0019,0.009,90
309058,52.910156,-27.953188,223.77408,-54.639214,1.0,0.2382,0.308,1.2258,41.0214,0.007,42
309268,148.88672,2.686724,235.34724,41.389004,1.0,0.2022,0.4787,0.301,42.1478,0.028,42
309780,0.965665,-46.37508,325.84592,-68.57943,1.0,0.3162,0.3373,0.0151,41.2505,0.007,90
309935,33.92578,-5.979157,170.1799,-60.866302,1.0,0.6055,0.6207,0.0164,42.8285,0.022,90
310113,358.3125,-44.99388,332.1858,-68.685905,1.0,0.248,0.2709,0.0189,40.7013,0.009,90
310353,347.01343,-62.508568,321.47205,-50.73533,1.0,0.2299,0.2254,0.0109,40.2473,0.018,42
310435,359.8052,-46.76848,327.136,-67.8299,1.0,0.3858,0.498,0.2703,42.251,0.011,90
310436,33.92578,-5.979157,170.1799,-60.866302,1.0,0.3162,0.3038,0.0805,40.9868,0.022,90
310790,352.71127,-63.823658,316.9223,-51.059402,1.0,0.3927,0.4548,0.3003,42.015,0.024,90
310925,151.52344,3.134927,236.9007,43.80317,1.0,0.1434,0.1585,0.0577,39.3973,0.019,42
310975,35.859375,-4.630479,171.27077,-58.580807,1.0,0.1741,0.1761,0.0072,39.6489,0.022,42
311219,33.57422,-5.079716,168.4485,-60.40722,1.0,0.4546,0.423,0.0326,41.828,0.016,90
311226,51.85547,-27.953188,223.54361,-55.56147,1.0,0.1246,0.1432,0.0283,39.1558,0.008,90
311432,347.86185,-61.943836,321.5191,-51.42405,1.0,0.0822,0.09,0.0109,38.0716,0.017,42
311895,151.34766,4.181528,235.56837,44.25994,1.0,0.4442,0.5074,0.2865,42.2993,0.016,90
312184,358.66525,-45.783966,330.3536,-68.20365,1.0,0.5555,0.5783,0.4055,42.6421,0.009,90
312334,52.910156,-25.94448,220.36635,-54.301437,1.0,0.3442,0.3728,0.0285,41.5044,0.01,42
312453,359.4156,-46.76848,327.7299,-67.6861,1.0,0.104,0.0702,0.0136,37.5029,0.009,42
312769,33.57422,-5.379379,168.83809,-60.637535,1.0,0.4676,0.3816,0.0221,41.5637,0.017,90
312903,352.39865,-62.69666,318.01743,-51.967964,1.0,0.3739,0.3579,0.3551,41.4009,0.02,90
313167,53.085938,-28.122234,224.1009,-54.50975,1.0,0.572,0.6536,0.0299,42.9649,0.007,90
313183,33.398438,-4.331149,167.22633,-59.93655,1.0,0.3432,0.4137,0.441,41.771,0.018,90
313361,359.05856,-45.191612,330.69577,-68.84492,1.0,0.2325,0.2597,0.0511,40.5967,0.011,42
313529,358.66525,-45.783966,330.3536,-68.20365,1.0,0.3219,0.3281,0.018,41.1809,0.009,90
314331,150.46875,1.64151,237.71457,42.075233,1.0,0.3851,0.4047,0.0222,41.7143,0.017,90
314352,0.929752,-44.597992,328.53143,-70.083244,1.0,0.2973,0.2834,0.0323,40.8128,0.011,90
314730,150.46875,1.64151,237.71457,42.075233,1.0,0.5292,0.4694,0.0184,42.0972,0.017,90
314959,151.17188,2.238686,237.61993,42.99478,1.0,0.106,2.4289,0.5253,46.4717,0.024,42
315142,0.58952,-47.161343,325.3859,-67.76989,1.0,0.1143,2.4801,1.1156,46.5267,0.009,42
315664,150.64453,3.583322,235.69824,43.342785,1.0,0.5117,0.5034,0.011,42.2787,0.018,90
315780,347.8467,-64.76086,318.92984,-49.143597,1.0,0.2589,0.2892,0.6979,40.8634,0.019,90
316306,52.910156,-26.276812,220.92615,-54.36392,1.0,0.4201,0.4252,0.0288,41.8412,0.008,42
316336,52.558594,-27.279613,222.53894,-54.845108,1.0,0.1392,0.1297,0.1914,38.923,0.008,42
316773,52.910156,-27.279613,222.6252,-54.536648,1.0,0.2014,0.1761,0.0161,39.6487,0.007,90
316902,1.666667,-44.399834,327.5192,-70.52956,1.0,0.4088,0.4924,0.1047,42.2212,0.009,42
317038,54.66797,-27.615883,223.61078,-53.05084,1.0,0.5209,0.5054,0.0113,42.2891,0.009,90
317302,349.16058,-64.76086,318.2197,-49.458923,1.0,0.3488,0.3429,0.0125,41.2919,0.02,90
317575,51.85547,-26.276812,220.62703,-55.293793,1.0,0.302,0.36,0.807,41.4156,0.014,90
317631,151.34766,4.181528,235.56837,44.25994,1.0,0.528,0.5161,0.0212,42.3437,0.016,90
317884,1.753247,-46.76848,324.03024,-68.49804,1.0,0.4099,0.4054,0.0155,41.719,0.014,90
317908,33.57422,-6.579593,170.45558,-61.548218,1.0,0.2841,0.2655,0.0206,40.6513,0.021,90
318146,53.085938,-27.784405,223.52551,-54.460747,1.0,0.6356,0.5839,0.0371,42.6673,0.007,90
318357,53.61328,-28.63099,225.07336,-54.11946,1.0,0.3536,0.3631,0.0113,41.4371,0.006,90
318821,348.52942,-61.75544,321.29398,-51.76335,1.0,0.5346,0.6135,0.0371,42.7977,0.016,90
319093,150.82031,1.64151,237.9945,42.358986,1.0,0.3322,0.3157,0.0215,41.0834,0.02,90
319610,150.82031,3.732834,235.66632,43.57211,1.0,0.5982,0.5781,0.0246,42.6411,0.016,90
319901,150.11719,3.732834,235.12053,42.99381,1.0,0.1417,0.1409,0.0164,39.1178,0.02,42
320018,53.61328,-26.944359,222.2374,-53.863857,1.0,0.3692,0.3983,0.6094,41.6735,0.009,42
320200,148.88672,2.686724,235.34724,41.389004,1.0,0.1498,0.168,0.012,39.5355,0.028,42
320467,349.04605,-61.943836,320.79654,-51.753708,1.0,0.1927,2.5995,1.1849,46.6505,0.017,42
321230,52.910156,-26.276812,220.92615,-54.36392,1.0,0.1961,1.2632,0.0863,44.7279,0.008,90
322627,51.328125,-27.784405,223.13058,-55.9995,1.0,0.3769,0.4123,0.0177,41.7621,0.013,90
322925,51.85547,-28.63099,224.73326,-55.64987,1.0,0.2775,0.2659,0.0096,40.6545,0.009,90
323153,33.222656,-4.780192,167.51566,-60.396584,1.0,0.3688,0.3666,0.026,41.4615,0.018,90
323155,151.69922,3.583322,236.53322,44.205647,1.0,0.335,0.5867,0.6052,42.68,0.016,90
324013,346.5625,-63.448284,320.8247,-49.86696,1.0,0.1444,0.1273,0.1293,38.8783,0.021,42
324247,1.708861,-45.586655,325.68872,-69.520256,1.0,0.2992,0.4815,0.2492,42.1629,0.011,90
324273,52.03125,-26.443335,220.96367,-55.168556,1.0,0.4981,0.4853,0.0353,42.1835,0.014,42
324898,358.63635,-46.76848,328.89014,-67.38884,1.0,0.4479,0.4081,0.0266,41.7358,0.008,90
325145,33.222656,-4.780192,167.51566,-60.396584,1.0,0.255,0.2669,0.0178,40.6642,0.018,90
325290,33.75,-4.630479,168.14624,-59.949074,1.0,0.1511,0.1366,0.0132,39.0452,0.019,90
325297,359.8117,-45.191612,329.4857,-69.1509,1.0,0.4553,0.3875,0.4954,41.6031,0.01,42
